,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,demand
4335,4336,2011-07-04,Fall,2011,July,13.00,1,Monday,Weekend,"Mist, Cloudy",31.98,35.605,49.0,0.0,242,181,423,High
4336,4337,2011-07-04,Fall,2011,July,14.00,1,Monday,Weekend,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,46.0,0.0,235,173,408,High
4337,4338,2011-07-04,Fall,2011,July,15.00,1,Monday,Weekend,"Clear, Partly cloudy",33.62,37.12,43.0,6.0032,224,184,408,High
4338,4339,2011-07-04,Fall,2011,July,16.00,1,Monday,Weekend,"Clear, Partly cloudy",33.62,37.12,41.0,0.0,236,216,452,High
4339,4340,2011-07-04,Fall,2011,July,17.00,1,Monday,Weekend,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,46.0,0.0,240,196,436,High
4340,4341,2011-07-04,Fall,2011,July,18.00,1,Monday,Weekend,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,46.0,8.9981,222,196,418,High
4341,4342,2011-07-04,Fall,2011,July,19.00,1,Monday,Weekend,"Mist, Cloudy",31.98,35.605,49.0,11.0014,170,205,375,High
4342,4343,2011-07-04,Fall,2011,July,20.00,1,Monday,Weekend,"Mist, Cloudy",31.16,34.849999999999994,55.00000000000001,7.0015,195,191,386,High
4343,4344,2011-07-04,Fall,2011,July,21.00,1,Monday,Weekend,"Mist, Cloudy",30.34,34.089999999999996,62.0,7.0015,195,262,457,High
4344,4345,2011-07-04,Fall,2011,July,22.00,1,Monday,Weekend,"Mist, Cloudy",30.34,34.089999999999996,62.0,8.9981,115,211,326,High
4345,4346,2011-07-04,Fall,2011,July,23.00,1,Monday,Weekend,"Mist, Cloudy",29.52,34.089999999999996,70.0,7.0015,44,94,138,Medium
4346,4347,2011-07-05,Fall,2011,July,00.00,0,Tuesday,Weekday,"Mist, Cloudy",28.7,32.574999999999996,65.0,11.0014,19,36,55,Low
4347,4348,2011-07-05,Fall,2011,July,01.00,0,Tuesday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,65.0,7.0015,15,24,39,Low
4348,4349,2011-07-05,Fall,2011,July,02.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,6.0032,8,5,13,Low
4349,4350,2011-07-05,Fall,2011,July,03.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,15.001299999999999,1,7,8,Low
4350,4351,2011-07-05,Fall,2011,July,04.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,69.0,11.0014,1,4,5,Low
4351,4352,2011-07-05,Fall,2011,July,05.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,69.0,0.0,1,19,20,Low
4352,4353,2011-07-05,Fall,2011,July,06.00,0,Tuesday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,6.0032,3,91,94,Medium
4353,4354,2011-07-05,Fall,2011,July,07.00,0,Tuesday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,65.0,6.0032,22,248,270,High
4354,4355,2011-07-05,Fall,2011,July,08.00,0,Tuesday,Weekday,"Clear, Partly cloudy",29.52,34.089999999999996,62.0,8.9981,41,391,432,High
4355,4356,2011-07-05,Fall,2011,July,09.00,0,Tuesday,Weekday,"Clear, Partly cloudy",30.34,34.089999999999996,57.99999999999999,8.9981,50,177,227,High
4356,4357,2011-07-05,Fall,2011,July,10.00,0,Tuesday,Weekday,"Clear, Partly cloudy",31.16,34.849999999999994,52.0,7.0015,55,84,139,Medium
4357,4358,2011-07-05,Fall,2011,July,11.00,0,Tuesday,Weekday,"Clear, Partly cloudy",31.98,34.849999999999994,46.0,7.0015,75,97,172,Medium
4358,4359,2011-07-05,Fall,2011,July,12.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,43.0,7.0015,71,130,201,Medium
4359,4360,2011-07-05,Fall,2011,July,13.00,0,Tuesday,Weekday,"Clear, Partly cloudy",33.62,37.12,43.0,7.0015,67,136,203,Medium
4360,4361,2011-07-05,Fall,2011,July,14.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,37.12,49.0,11.0014,66,112,178,Medium
4361,4362,2011-07-05,Fall,2011,July,15.00,0,Tuesday,Weekday,"Clear, Partly cloudy",33.62,37.12,43.0,0.0,51,111,162,Medium
4362,4363,2011-07-05,Fall,2011,July,16.00,0,Tuesday,Weekday,"Clear, Partly cloudy",33.62,37.88,46.0,7.0015,79,202,281,High
4363,4364,2011-07-05,Fall,2011,July,17.00,0,Tuesday,Weekday,"Clear, Partly cloudy",33.62,37.88,46.0,7.0015,79,466,545,High
4364,4365,2011-07-05,Fall,2011,July,18.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,37.88,55.00000000000001,11.0014,70,426,496,High
4365,4366,2011-07-05,Fall,2011,July,19.00,0,Tuesday,Weekday,"Clear, Partly cloudy",32.800000000000004,38.635000000000005,59.0,8.9981,71,297,368,High
4366,4367,2011-07-05,Fall,2011,July,20.00,0,Tuesday,Weekday,"Clear, Partly cloudy",31.16,36.364999999999995,66.0,7.0015,59,225,284,High
4367,4368,2011-07-05,Fall,2011,July,21.00,0,Tuesday,Weekday,"Clear, Partly cloudy",31.98,37.12,62.0,16.997899999999998,77,168,245,High
4368,4369,2011-07-05,Fall,2011,July,22.00,0,Tuesday,Weekday,"Clear, Partly cloudy",31.16,36.364999999999995,66.0,15.001299999999999,31,124,155,Medium
4369,4370,2011-07-05,Fall,2011,July,23.00,0,Tuesday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,66.0,11.0014,19,54,73,Medium
4370,4371,2011-07-06,Fall,2011,July,00.00,0,Wednesday,Weekday,"Clear, Partly cloudy",29.52,34.849999999999994,74.0,12.998000000000001,11,26,37,Low
4371,4372,2011-07-06,Fall,2011,July,01.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,33.335,74.0,8.9981,4,11,15,Low
4372,4373,2011-07-06,Fall,2011,July,02.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,33.335,79.0,6.0032,1,4,5,Low
4373,4374,2011-07-06,Fall,2011,July,03.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,33.335,79.0,0.0,0,6,6,Low
4374,4375,2011-07-06,Fall,2011,July,04.00,0,Wednesday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,83.0,6.0032,0,6,6,Low
4375,4376,2011-07-06,Fall,2011,July,05.00,0,Wednesday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,83.0,6.0032,5,30,35,Low
4376,4377,2011-07-06,Fall,2011,July,06.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,33.335,79.0,6.0032,9,112,121,Medium
4377,4378,2011-07-06,Fall,2011,July,07.00,0,Wednesday,Weekday,"Mist, Cloudy",29.52,34.849999999999994,79.0,0.0,24,288,312,High
4378,4379,2011-07-06,Fall,2011,July,08.00,0,Wednesday,Weekday,"Mist, Cloudy",29.52,34.849999999999994,74.0,7.0015,31,397,428,High
4379,4380,2011-07-06,Fall,2011,July,09.00,0,Wednesday,Weekday,"Light Snow, Light Rain",28.7,33.335,79.0,12.998000000000001,31,158,189,Medium
4380,4381,2011-07-06,Fall,2011,July,10.00,0,Wednesday,Weekday,"Light Snow, Light Rain",28.7,33.335,79.0,6.0032,13,30,43,Low
4381,4382,2011-07-06,Fall,2011,July,11.00,0,Wednesday,Weekday,"Mist, Cloudy",29.52,34.849999999999994,74.0,0.0,24,103,127,Medium
4382,4383,2011-07-06,Fall,2011,July,12.00,0,Wednesday,Weekday,"Mist, Cloudy",30.34,34.849999999999994,66.0,6.0032,38,114,152,Medium
4383,4384,2011-07-06,Fall,2011,July,13.00,0,Wednesday,Weekday,"Mist, Cloudy",30.34,34.849999999999994,70.0,7.0015,33,107,140,Medium
4384,4385,2011-07-06,Fall,2011,July,14.00,0,Wednesday,Weekday,"Clear, Partly cloudy",31.16,36.364999999999995,66.0,19.0012,50,113,163,Medium
4385,4386,2011-07-06,Fall,2011,July,15.00,0,Wednesday,Weekday,"Clear, Partly cloudy",31.16,36.364999999999995,70.0,19.0012,55,130,185,Medium
4386,4387,2011-07-06,Fall,2011,July,16.00,0,Wednesday,Weekday,"Clear, Partly cloudy",31.16,36.364999999999995,70.0,16.997899999999998,57,218,275,High
4387,4388,2011-07-06,Fall,2011,July,17.00,0,Wednesday,Weekday,"Clear, Partly cloudy",31.98,37.12,59.0,15.001299999999999,79,517,596,High
4388,4389,2011-07-06,Fall,2011,July,18.00,0,Wednesday,Weekday,"Clear, Partly cloudy",31.16,35.605,62.0,12.998000000000001,77,486,563,High
4389,4390,2011-07-06,Fall,2011,July,19.00,0,Wednesday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,70.0,15.001299999999999,71,323,394,High
4390,4391,2011-07-06,Fall,2011,July,20.00,0,Wednesday,Weekday,"Clear, Partly cloudy",29.52,34.849999999999994,74.0,16.997899999999998,55,257,312,High
4391,4392,2011-07-06,Fall,2011,July,21.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,33.335,79.0,12.998000000000001,66,175,241,High
4392,4393,2011-07-06,Fall,2011,July,22.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,33.335,79.0,12.998000000000001,30,156,186,Medium
4393,4394,2011-07-06,Fall,2011,July,23.00,0,Wednesday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,83.0,15.001299999999999,20,78,98,Medium
4394,4395,2011-07-07,Fall,2011,July,00.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.060000000000002,29.544999999999998,89.0,8.9981,6,29,35,Low
4395,4396,2011-07-07,Fall,2011,July,01.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.060000000000002,29.544999999999998,89.0,12.998000000000001,2,14,16,Low
4396,4397,2011-07-07,Fall,2011,July,02.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.060000000000002,29.544999999999998,89.0,12.998000000000001,1,7,8,Low
4397,4398,2011-07-07,Fall,2011,July,03.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.03,94.0,7.0015,2,2,4,Low
4398,4399,2011-07-07,Fall,2011,July,04.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,7.0015,0,4,4,Low
4399,4400,2011-07-07,Fall,2011,July,05.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,7.0015,2,30,32,Low
4400,4401,2011-07-07,Fall,2011,July,06.00,0,Thursday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,89.0,8.9981,11,107,118,Medium
4401,4402,2011-07-07,Fall,2011,July,07.00,0,Thursday,Weekday,"Mist, Cloudy",27.060000000000002,29.544999999999998,89.0,7.0015,13,279,292,High
4402,4403,2011-07-07,Fall,2011,July,08.00,0,Thursday,Weekday,"Mist, Cloudy",28.7,33.335,79.0,12.998000000000001,28,415,443,High
4403,4404,2011-07-07,Fall,2011,July,09.00,0,Thursday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,70.0,11.0014,25,154,179,Medium
4404,4405,2011-07-07,Fall,2011,July,10.00,0,Thursday,Weekday,"Clear, Partly cloudy",31.98,37.12,62.0,0.0,29,72,101,Medium
4405,4406,2011-07-07,Fall,2011,July,11.00,0,Thursday,Weekday,"Clear, Partly cloudy",33.62,38.635000000000005,52.0,8.9981,30,112,142,Medium
4406,4407,2011-07-07,Fall,2011,July,12.00,0,Thursday,Weekday,"Clear, Partly cloudy",34.44,38.635000000000005,41.0,0.0,32,139,171,Medium
4407,4408,2011-07-07,Fall,2011,July,13.00,0,Thursday,Weekday,"Clear, Partly cloudy",35.26,39.395,41.0,0.0,48,107,155,Medium
4408,4409,2011-07-07,Fall,2011,July,14.00,0,Thursday,Weekday,"Clear, Partly cloudy",35.26,39.395,41.0,16.997899999999998,39,121,160,Medium
4409,4410,2011-07-07,Fall,2011,July,15.00,0,Thursday,Weekday,"Clear, Partly cloudy",35.26,39.395,41.0,16.997899999999998,47,119,166,Medium
4410,4411,2011-07-07,Fall,2011,July,16.00,0,Thursday,Weekday,"Clear, Partly cloudy",35.26,38.635000000000005,39.0,15.001299999999999,47,218,265,High
4411,4412,2011-07-07,Fall,2011,July,17.00,0,Thursday,Weekday,"Clear, Partly cloudy",35.26,37.88,36.0,16.997899999999998,80,489,569,High
4412,4413,2011-07-07,Fall,2011,July,18.00,0,Thursday,Weekday,"Clear, Partly cloudy",34.44,37.88,44.0,19.999499999999998,70,492,562,High
4413,4414,2011-07-07,Fall,2011,July,19.00,0,Thursday,Weekday,"Clear, Partly cloudy",33.62,38.635000000000005,52.0,19.0012,79,286,365,High
4414,4415,2011-07-07,Fall,2011,July,20.00,0,Thursday,Weekday,"Clear, Partly cloudy",31.16,35.605,57.99999999999999,23.9994,61,224,285,High
4415,4416,2011-07-07,Fall,2011,July,21.00,0,Thursday,Weekday,"Clear, Partly cloudy",30.34,34.089999999999996,62.0,11.0014,39,170,209,Medium
4416,4417,2011-07-07,Fall,2011,July,22.00,0,Thursday,Weekday,"Clear, Partly cloudy",30.34,34.089999999999996,62.0,11.0014,32,150,182,Medium
4417,4418,2011-07-07,Fall,2011,July,23.00,0,Thursday,Weekday,"Clear, Partly cloudy",29.52,34.089999999999996,66.0,0.0,31,98,129,Medium
4418,4419,2011-07-08,Fall,2011,July,00.00,0,Friday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,66.0,7.0015,6,41,47,Low
4419,4420,2011-07-08,Fall,2011,July,01.00,0,Friday,Weekday,"Clear, Partly cloudy",29.52,34.849999999999994,79.0,0.0,9,25,34,Low
4420,4421,2011-07-08,Fall,2011,July,02.00,0,Friday,Weekday,"Mist, Cloudy",28.7,33.335,74.0,11.0014,10,12,22,Low
4421,4422,2011-07-08,Fall,2011,July,03.00,0,Friday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,7.0015,2,4,6,Low
4422,4423,2011-07-08,Fall,2011,July,04.00,0,Friday,Weekday,"Clear, Partly cloudy",28.7,33.335,79.0,16.997899999999998,7,4,11,Low
4423,4424,2011-07-08,Fall,2011,July,05.00,0,Friday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,16.997899999999998,3,24,27,Low
4424,4425,2011-07-08,Fall,2011,July,06.00,0,Friday,Weekday,"Clear, Partly cloudy",28.7,33.335,74.0,7.0015,11,91,102,Medium
4425,4426,2011-07-08,Fall,2011,July,07.00,0,Friday,Weekday,"Mist, Cloudy",28.7,33.335,79.0,12.998000000000001,30,302,332,High
4426,4427,2011-07-08,Fall,2011,July,08.00,0,Friday,Weekday,"Mist, Cloudy",29.52,34.849999999999994,74.0,16.997899999999998,36,421,457,High
4427,4428,2011-07-08,Fall,2011,July,09.00,0,Friday,Weekday,"Mist, Cloudy",31.16,36.364999999999995,70.0,19.999499999999998,30,211,241,High
4428,4429,2011-07-08,Fall,2011,July,10.00,0,Friday,Weekday,"Mist, Cloudy",30.34,34.849999999999994,70.0,23.9994,30,108,138,Medium
4429,4430,2011-07-08,Fall,2011,July,11.00,0,Friday,Weekday,"Mist, Cloudy",30.34,35.605,74.0,16.997899999999998,61,104,165,Medium
4430,4431,2011-07-08,Fall,2011,July,12.00,0,Friday,Weekday,"Mist, Cloudy",31.16,36.364999999999995,70.0,19.0012,49,164,213,Medium
4431,4432,2011-07-08,Fall,2011,July,13.00,0,Friday,Weekday,"Mist, Cloudy",31.98,37.88,66.0,19.0012,54,175,229,High
4432,4433,2011-07-08,Fall,2011,July,14.00,0,Friday,Weekday,"Mist, Cloudy",32.800000000000004,39.395,63.0,23.9994,53,163,216,Medium
4433,4434,2011-07-08,Fall,2011,July,15.00,0,Friday,Weekday,"Mist, Cloudy",32.800000000000004,39.395,63.0,23.9994,39,102,141,Medium
4434,4435,2011-07-08,Fall,2011,July,16.00,0,Friday,Weekday,"Light Snow, Light Rain",27.880000000000003,31.819999999999997,83.0,30.002599999999997,27,105,132,Medium
4435,4436,2011-07-08,Fall,2011,July,17.00,0,Friday,Weekday,"Light Snow, Light Rain",27.060000000000002,29.544999999999998,89.0,30.002599999999997,6,161,167,Medium
4436,4437,2011-07-08,Fall,2011,July,18.00,0,Friday,Weekday,"Clear, Partly cloudy",27.060000000000002,30.305,83.0,6.0032,35,281,316,High
4437,4438,2011-07-08,Fall,2011,July,19.00,0,Friday,Weekday,"Clear, Partly cloudy",27.060000000000002,30.305,83.0,6.0032,45,225,270,High
4438,4439,2011-07-08,Fall,2011,July,20.00,0,Friday,Weekday,"Clear, Partly cloudy",27.060000000000002,30.305,83.0,11.0014,30,220,250,High
4439,4440,2011-07-08,Fall,2011,July,21.00,0,Friday,Weekday,"Mist, Cloudy",27.060000000000002,30.305,83.0,16.997899999999998,46,158,204,Medium
4440,4441,2011-07-08,Fall,2011,July,22.00,0,Friday,Weekday,"Mist, Cloudy",27.060000000000002,30.305,78.0,12.998000000000001,33,136,169,Medium
4441,4442,2011-07-08,Fall,2011,July,23.00,0,Friday,Weekday,"Mist, Cloudy",27.060000000000002,30.305,78.0,6.0032,40,111,151,Medium
4442,4443,2011-07-09,Fall,2011,July,00.00,0,Saturday,Weekend,"Mist, Cloudy",27.060000000000002,30.305,83.0,8.9981,31,90,121,Medium
4443,4444,2011-07-09,Fall,2011,July,01.00,0,Saturday,Weekend,"Mist, Cloudy",26.240000000000002,28.79,89.0,7.0015,5,48,53,Low
4444,4445,2011-07-09,Fall,2011,July,02.00,0,Saturday,Weekend,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,11.0014,12,43,55,Low
4445,4446,2011-07-09,Fall,2011,July,03.00,0,Saturday,Weekend,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,8.9981,7,23,30,Low
4446,4447,2011-07-09,Fall,2011,July,04.00,0,Saturday,Weekend,"Clear, Partly cloudy",26.240000000000002,28.79,83.0,15.001299999999999,2,4,6,Low
4447,4448,2011-07-09,Fall,2011,July,05.00,0,Saturday,Weekend,"Mist, Cloudy",25.419999999999998,28.03,88.0,11.0014,4,11,15,Low
4448,4449,2011-07-09,Fall,2011,July,06.00,0,Saturday,Weekend,"Mist, Cloudy",26.240000000000002,28.79,83.0,12.998000000000001,11,27,38,Low
4449,4450,2011-07-09,Fall,2011,July,07.00,0,Saturday,Weekend,"Clear, Partly cloudy",27.060000000000002,30.305,78.0,12.998000000000001,21,50,71,Medium
4450,4451,2011-07-09,Fall,2011,July,08.00,0,Saturday,Weekend,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,16.997899999999998,68,114,182,Medium
4451,4452,2011-07-09,Fall,2011,July,09.00,0,Saturday,Weekend,"Clear, Partly cloudy",30.34,34.089999999999996,57.99999999999999,19.0012,77,170,247,High
4452,4453,2011-07-09,Fall,2011,July,10.00,0,Saturday,Weekend,"Clear, Partly cloudy",31.16,34.849999999999994,52.0,11.0014,87,177,264,High
4453,4454,2011-07-09,Fall,2011,July,11.00,0,Saturday,Weekend,"Clear, Partly cloudy",31.98,34.849999999999994,46.0,19.999499999999998,101,189,290,High
4454,4455,2011-07-09,Fall,2011,July,12.00,0,Saturday,Weekend,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,46.0,16.997899999999998,145,221,366,High
4455,4456,2011-07-09,Fall,2011,July,13.00,0,Saturday,Weekend,"Clear, Partly cloudy",33.62,37.12,41.0,15.001299999999999,167,249,416,High
4456,4457,2011-07-09,Fall,2011,July,14.00,0,Saturday,Weekend,"Clear, Partly cloudy",34.44,37.12,36.0,8.9981,158,215,373,High
4457,4458,2011-07-09,Fall,2011,July,15.00,0,Saturday,Weekend,"Clear, Partly cloudy",34.44,36.364999999999995,34.0,6.0032,182,220,402,High
4458,4459,2011-07-09,Fall,2011,July,16.00,0,Saturday,Weekend,"Clear, Partly cloudy",33.62,36.364999999999995,38.0,0.0,171,245,416,High
4459,4460,2011-07-09,Fall,2011,July,17.00,0,Saturday,Weekend,"Clear, Partly cloudy",34.44,36.364999999999995,32.0,0.0,160,241,401,High
4460,4461,2011-07-09,Fall,2011,July,18.00,0,Saturday,Weekend,"Clear, Partly cloudy",33.62,36.364999999999995,36.0,7.0015,132,246,378,High
4461,4462,2011-07-09,Fall,2011,July,19.00,0,Saturday,Weekend,"Clear, Partly cloudy",31.16,34.849999999999994,55.00000000000001,11.0014,128,178,306,High
4462,4463,2011-07-09,Fall,2011,July,20.00,0,Saturday,Weekend,"Clear, Partly cloudy",31.16,35.605,57.99999999999999,15.001299999999999,129,185,314,High
4463,4464,2011-07-09,Fall,2011,July,21.00,0,Saturday,Weekend,"Clear, Partly cloudy",30.34,34.089999999999996,57.99999999999999,11.0014,83,155,238,High
4464,4465,2011-07-09,Fall,2011,July,22.00,0,Saturday,Weekend,"Clear, Partly cloudy",29.52,34.089999999999996,62.0,11.0014,60,154,214,Medium
4465,4466,2011-07-09,Fall,2011,July,23.00,0,Saturday,Weekend,"Clear, Partly cloudy",29.52,33.335,57.99999999999999,12.998000000000001,47,93,140,Medium
4466,4467,2011-07-10,Fall,2011,July,00.00,0,Sunday,Weekend,"Clear, Partly cloudy",28.7,32.574999999999996,61.0,11.0014,42,112,154,Medium
4467,4468,2011-07-10,Fall,2011,July,01.00,0,Sunday,Weekend,"Clear, Partly cloudy",28.7,32.574999999999996,61.0,8.9981,19,94,113,Medium
4468,4469,2011-07-10,Fall,2011,July,02.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,69.0,6.0032,28,68,96,Medium
4469,4470,2011-07-10,Fall,2011,July,03.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,6.0032,6,19,25,Low
4470,4471,2011-07-10,Fall,2011,July,04.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.060000000000002,31.06,69.0,6.0032,0,5,5,Low
4471,4472,2011-07-10,Fall,2011,July,05.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,0.0,7,10,17,Low
4472,4473,2011-07-10,Fall,2011,July,06.00,0,Sunday,Weekend,"Clear, Partly cloudy",26.240000000000002,29.544999999999998,78.0,6.0032,8,17,25,Low
4473,4474,2011-07-10,Fall,2011,July,07.00,0,Sunday,Weekend,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,6.0032,27,38,65,Low
4474,4475,2011-07-10,Fall,2011,July,08.00,0,Sunday,Weekend,"Clear, Partly cloudy",29.52,34.089999999999996,66.0,0.0,27,65,92,Medium
4475,4476,2011-07-10,Fall,2011,July,09.00,0,Sunday,Weekend,"Clear, Partly cloudy",30.34,34.849999999999994,66.0,6.0032,62,107,169,Medium
4476,4477,2011-07-10,Fall,2011,July,10.00,0,Sunday,Weekend,"Clear, Partly cloudy",31.16,34.849999999999994,55.00000000000001,8.9981,95,173,268,High
4477,4478,2011-07-10,Fall,2011,July,11.00,0,Sunday,Weekend,"Clear, Partly cloudy",31.98,36.364999999999995,55.00000000000001,12.998000000000001,110,177,287,High
4478,4479,2011-07-10,Fall,2011,July,12.00,0,Sunday,Weekend,"Clear, Partly cloudy",33.62,37.88,46.0,19.0012,133,244,377,High
4479,4480,2011-07-10,Fall,2011,July,13.00,0,Sunday,Weekend,"Clear, Partly cloudy",32.800000000000004,36.364999999999995,46.0,19.999499999999998,139,228,367,High
4480,4481,2011-07-10,Fall,2011,July,14.00,0,Sunday,Weekend,"Clear, Partly cloudy",33.62,37.12,41.0,22.0028,122,227,349,High
4481,4482,2011-07-10,Fall,2011,July,15.00,0,Sunday,Weekend,"Clear, Partly cloudy",34.44,37.12,39.0,19.0012,142,219,361,High
4482,4483,2011-07-10,Fall,2011,July,16.00,0,Sunday,Weekend,"Clear, Partly cloudy",34.44,37.88,41.0,19.0012,128,244,372,High
4483,4484,2011-07-10,Fall,2011,July,17.00,0,Sunday,Weekend,"Clear, Partly cloudy",34.44,37.12,36.0,15.001299999999999,146,217,363,High
4484,4485,2011-07-10,Fall,2011,July,18.00,0,Sunday,Weekend,"Clear, Partly cloudy",33.62,37.12,43.0,19.0012,141,222,363,High
4485,4486,2011-07-10,Fall,2011,July,19.00,0,Sunday,Weekend,"Clear, Partly cloudy",32.800000000000004,37.12,49.0,22.0028,120,183,303,High
4486,4487,2011-07-10,Fall,2011,July,20.00,0,Sunday,Weekend,"Clear, Partly cloudy",31.16,34.849999999999994,55.00000000000001,12.998000000000001,101,167,268,High
4487,4488,2011-07-10,Fall,2011,July,21.00,0,Sunday,Weekend,"Clear, Partly cloudy",30.34,34.089999999999996,62.0,16.997899999999998,65,162,227,High
4488,4489,2011-07-10,Fall,2011,July,22.00,0,Sunday,Weekend,"Clear, Partly cloudy",30.34,34.849999999999994,66.0,15.001299999999999,56,87,143,Medium
4489,4490,2011-07-10,Fall,2011,July,23.00,0,Sunday,Weekend,"Clear, Partly cloudy",29.52,34.089999999999996,66.0,16.997899999999998,19,53,72,Medium
4490,4491,2011-07-11,Fall,2011,July,00.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,65.0,12.998000000000001,10,25,35,Low
4491,4492,2011-07-11,Fall,2011,July,01.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,61.0,19.0012,5,5,10,Low
4492,4493,2011-07-11,Fall,2011,July,02.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,61.0,15.001299999999999,8,4,12,Low
4493,4494,2011-07-11,Fall,2011,July,03.00,0,Monday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,65.0,11.0014,2,8,10,Low
4494,4495,2011-07-11,Fall,2011,July,04.00,0,Monday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,15.001299999999999,0,4,4,Low
4495,4496,2011-07-11,Fall,2011,July,05.00,0,Monday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,8.9981,5,21,26,Low
4496,4497,2011-07-11,Fall,2011,July,06.00,0,Monday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,74.0,12.998000000000001,19,102,121,Medium
4497,4498,2011-07-11,Fall,2011,July,07.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,33.335,74.0,16.997899999999998,28,289,317,High
4498,4499,2011-07-11,Fall,2011,July,08.00,0,Monday,Weekday,"Clear, Partly cloudy",30.34,34.849999999999994,66.0,19.0012,35,385,420,High
4499,4500,2011-07-11,Fall,2011,July,09.00,0,Monday,Weekday,"Clear, Partly cloudy",31.98,37.12,59.0,19.999499999999998,41,167,208,Medium
4500,4501,2011-07-11,Fall,2011,July,10.00,0,Monday,Weekday,"Clear, Partly cloudy",32.800000000000004,37.88,55.00000000000001,23.9994,44,73,117,Medium
4501,4502,2011-07-11,Fall,2011,July,11.00,0,Monday,Weekday,"Clear, Partly cloudy",33.62,39.395,56.00000000000001,19.999499999999998,39,89,128,Medium
4502,4503,2011-07-11,Fall,2011,July,12.00,0,Monday,Weekday,"Clear, Partly cloudy",34.44,40.150000000000006,53.0,19.0012,40,108,148,Medium
4503,4504,2011-07-11,Fall,2011,July,13.00,0,Monday,Weekday,"Clear, Partly cloudy",35.26,40.910000000000004,50.0,16.997899999999998,22,119,141,Medium
4504,4505,2011-07-11,Fall,2011,July,14.00,0,Monday,Weekday,"Clear, Partly cloudy",35.26,41.665,53.0,19.0012,40,94,134,Medium
4505,4506,2011-07-11,Fall,2011,July,15.00,0,Monday,Weekday,"Clear, Partly cloudy",35.26,42.425000000000004,56.00000000000001,27.999299999999998,38,108,146,Medium
